multi/samba/usermap_script,CVE-2007-2447;OSVDB-34700;BID-23972;URL-http://labs.idefense.com/intelligence/vulnerabilities/display.php?id=534;URL-http://samba.org/samba/security/CVE-2007-2447.html
multi/sap/sap_mgmt_con_osexec_payload,URL-http://blog.c22.cc/toolsscripts/metasploit-modules/sap_mgmt_con_osexecute/
multi/sap/sap_soap_rfc_sxpg_call_system_exec,OSVDB-93537;URL-http://labs.mwrinfosecurity.com/tools/2012/04/27/sap-metasploit-modules/
multi/sap/sap_soap_rfc_sxpg_command_exec,URL-http://labs.mwrinfosecurity.com/blog/2012/09/03/sap-parameter-injection;URL-https://service.sap.com/sap/support/notes/1764994;URL-https://service.sap.com/sap/support/notes/1341333
multi/script/web_delivery,URL-http://securitypadawan.blogspot.com/2014/02/php-meterpreter-web-delivery.html;URL-http://www.pentestgeek.com/2013/07/19/invoke-shellcode/;URL-http://www.powershellmagazine.com/2013/04/19/pstip-powershell-command-line-switches-shortcuts/;URL-http://www.darkoperator.com/blog/2013/3/21/powershell-basics-execution-policy-and-code-signing-part-2.html
multi/ssh/sshexec,CVE-1999-0502
multi/svn/svnserve_date,CVE-2004-0397;OSVDB-6301;BID-10386;URL-http://lists.netsys.com/pipermail/full-disclosure/2004-May/021737.html
multi/upnp/libupnp_ssdp_overflow,CVE-2012-5958;OSVDB-89611;US-CERT-VU-922681;URL-https://community.rapid7.com/community/infosec/blog/2013/01/29/security-flaws-in-universal-plug-and-play-unplug-dont-play
multi/vpn/tincd_bof,CVE-2013-1428;OSVDB-92653;BID-59369;URL-http://www.floyd.ch/?p=741;URL-http://sitsec.net/blog/2013/04/22/stack-based-buffer-overflow-in-the-vpn-software-tinc-for-authenticated-peers/;URL-http://www.cve.mitre.org/cgi-bin/cvename.cgi?name=2013-1428
multi/wyse/hagent_untrusted_hsdata,CVE-2009-0695;OSVDB-55839;US-CERT-VU-654545;URL-http://snosoft.blogspot.com/;URL-http://www.theregister.co.uk/2009/07/10/wyse_remote_exploit_bugs/;URL-http://www.wyse.com/serviceandsupport/support/WSB09-01.zip;URL-http://www.wyse.com/serviceandsupport/Wyse%20Security%20Bulletin%20WSB09-01.pdf
netware/smb/lsass_cifs,CVE-2005-2852;OSVDB-12790
netware/sunrpc/pkernel_callit,BID-36564;OSVDB-58447;ZDI-09-067
osx/afp/loginext,CVE-2004-0430;OSVDB-5762;BID-10271
osx/arkeia/type77,CVE-2005-0491;OSVDB-14011;BID-12594;URL-http://lists.netsys.com/pipermail/full-disclosure/2005-February/031831.html
osx/browser/mozilla_mchannel,CVE-2011-0065;OSVDB-72085;URL-https://bugzilla.mozilla.org/show_bug.cgi?id=634986;URL-http://www.mozilla.org/security/announce/2011/mfsa2011-13.html
osx/browser/safari_file_policy,CVE-2011-3230;OSVDB-76389;URL-http://vttynotes.blogspot.com/2011/10/cve-2011-3230-launch-any-file-path-from.html#comments;URL-http://support.apple.com/kb/HT5000
osx/browser/safari_metadata_archive,CVE-2006-0848;OSVDB-23510;BID-16736
osx/browser/safari_user_assisted_download_launch,No-references
osx/browser/software_update,CVE-2007-5863;OSVDB-40722
osx/email/mailapp_image_exec,CVE-2006-0395;CVE-2007-6165;OSVDB-40875;BID-26510;BID-16907
osx/ftp/webstar_ftp_user,CVE-2004-0695;OSVDB-7794;BID-10720
osx/http/evocam_webserver,CVE-2010-2309;OSVDB-65043;EDB-12835
osx/local/iokit_keyboard_root,CVE-2014-4404;URL-http://googleprojectzero.blogspot.com/2014/11/pwn4fun-spring-2014-safari-part-ii.html;URL-https://code.google.com/p/google-security-research/issues/detail?id=40;URL-https://code.google.com/p/google-security-research/issues/detail?id=126
osx/local/nfs_mount_root,EDB-32813
osx/local/persistence,No-references
osx/local/rootpipe,CVE-2015-1130;OSVDB-114114;EDB-36692;URL-https://truesecdev.wordpress.com/2015/04/09/hidden-backdoor-api-to-root-privileges-in-apple-os-x/
osx/local/setuid_tunnelblick,CVE-2012-3485;OSVDB-84706;EDB-20443;URL-http://blog.zx2c4.com/791
osx/local/setuid_viscosity,CVE-2012-4284;OSVDB-84709;EDB-20485;URL-http://blog.zx2c4.com/791
osx/local/sudo_password_bypass,CVE-2013-1775;OSVDB-90677;BID-58203;URL-http://www.sudo.ws/sudo/alerts/epoch_ticket.html
osx/local/vmware_bash_function_root,CVE-2014-6271;OSVDB-112004;EDB-34765
osx/mdns/upnp_location,OSVDB-35142;CVE-2007-2386;BID-24144;URL-http://support.apple.com/kb/TA24732
osx/misc/ufo_ai,OSVDB-65689;EDB-14013
osx/rtsp/quicktime_rtsp_content_type,CVE-2007-6166;OSVDB-40876;BID-26549
osx/samba/lsa_transnames_heap,CVE-2007-2446;OSVDB-34699
osx/samba/trans2open,CVE-2003-0201;OSVDB-4469;BID-7294;URL-http://seclists.org/bugtraq/2003/Apr/103
solaris/dtspcd/heap_noir,CVE-2001-0803;OSVDB-4503;BID-3517;URL-http://www.cert.org/advisories/CA-2001-31.html;URL-http://media.wiley.com/product_ancillary/83/07645446/DOWNLOAD/Source_Files.zip
solaris/lpd/sendmail_exec,CVE-2001-1583;OSVDB-15131;BID-3274
solaris/samba/lsa_transnames_heap,CVE-2007-2446;OSVDB-34699
solaris/samba/trans2open,CVE-2003-0201;OSVDB-4469;BID-7294;URL-http://seclists.org/bugtraq/2003/Apr/103
solaris/sunrpc/sadmind_adm_build_path,CVE-2008-4556;OSVDB-49111;URL-http://risesecurity.org/advisories/RISE-2008001.txt
solaris/sunrpc/sadmind_exec,CVE-2003-0722;OSVDB-4585;BID-8615;URL-http://lists.insecure.org/lists/vulnwatch/2003/Jul-Sep/0115.html
solaris/sunrpc/ypupdated_exec,CVE-1999-0209;OSVDB-11517;BID-1749
solaris/telnet/fuser,CVE-2007-0882;OSVDB-31881;BID-22512
solaris/telnet/ttyprompt,CVE-2001-0797;OSVDB-690;BID-5531
unix/dhcp/bash_environment,CVE-2014-6271;OSVDB-112004;EDB-34765
unix/ftp/proftpd_133c_backdoor,OSVDB-69562;BID-45150;URL-http://sourceforge.net/mailarchive/message.php?msg_name=alpine.DEB.2.00.1012011542220.12930%40familiar.castaglia.org
unix/ftp/proftpd_modcopy_exec,CVE-2015-3306;EDB-36742
unix/ftp/vsftpd_234_backdoor,OSVDB-73573;URL-http://pastebin.com/AetT9sS5;URL-http://scarybeastsecurity.blogspot.com/2011/07/alert-vsftpd-download-backdoored.html
unix/http/contentkeeperweb_mimencode,OSVDB-54551;OSVDB-54552;URL-http://www.aushack.com/200904-contentkeeper.txt
unix/http/ctek_skyrouter,CVE-2011-5010;OSVDB-77497
unix/http/freepbx_callmenum,CVE-2012-4869;OSVDB-80544;EDB-18649
unix/http/lifesize_room,CVE-2011-2763;OSVDB-75212
unix/http/twiki_debug_plugins,CVE-2014-7236;OSVDB-112977;URL-http://twiki.org/cgi-bin/view/Codev/SecurityAlert-CVE-2014-7236
unix/http/vmturbo_vmtadmin_exec_noauth,CVE-2014-5073;OSVDB-109572;URL-http://secunia.com/secunia_research/2014-8/
unix/irc/unreal_ircd_3281_backdoor,CVE-2010-2075;OSVDB-65445;URL-http://www.unrealircd.com/txt/unrealsecadvisory.20100612.txt
unix/local/setuid_nmap,No-references
unix/misc/distcc_exec,CVE-2004-2687;OSVDB-13378;URL-http://distcc.samba.org/security.html
unix/misc/qnx_qconn_exec,OSVDB-86672;EDB-21520;URL-http://www.fishnetsecurity.com/6labs/blog/pentesting-qnx-neutrino-rtos;URL-http://www.qnx.com/developers/docs/6.3.0SP3/neutrino/utilities/q/qconn.html
unix/misc/spamassassin_exec,CVE-2006-2447;OSVDB-26177;BID-18290;URL-http://spamassassin.apache.org/advisories/cve-2006-2447.txt
unix/misc/xerox_mfp,BID-52483;URL-http://www.xerox.com/download/security/security-bulletin/1284332-2ddc5-4baa79b70ac40/cert_XRX12-003_v1.1.pdf;URL-http://foofus.net/goons/percx/Xerox_hack.pdf
unix/misc/zabbix_agent_exec,CVE-2009-4502;OSVDB-60956;URL-https://support.zabbix.com/browse/ZBX-1032
unix/smtp/clamav_milter_blackhole,CVE-2007-4560;OSVDB-36909;BID-25439;EDB-4761
unix/smtp/exim4_string_format,CVE-2010-4344;CVE-2010-4345;OSVDB-69685;OSVDB-69860;BID-45308;BID-45341;URL-http://seclists.org/oss-sec/2010/q4/311;URL-http://www.gossamer-threads.com/lists/exim/dev/89477;URL-http://bugs.exim.org/show_bug.cgi?id=787;URL-http://git.exim.org/exim.git/commitdiff/24c929a27415c7cfc7126c47e4cad39acf3efa6b
unix/ssh/array_vxag_vapv_privkey_privesc,OSVDB-104652;OSVDB-104653;OSVDB-104654;URL-http://packetstormsecurity.com/files/125761/Array-Networks-vxAG-xAPV-Privilege-Escalation.html
unix/ssh/tectia_passwd_changereq,CVE-2012-5975;EDB-23082;OSVDB-88103;URL-http://seclists.org/fulldisclosure/2012/Dec/12;URL-http://www.ssh.com/index.php/component/content/article/531.html
unix/webapp/actualanalyzer_ant_cookie_exec,EDB-34450;OSVDB-110601
unix/webapp/arkeia_upload_exec,OSVDB-97614;OSVDB-97615;EDB-28330
unix/webapp/awstats_configdir_exec,CVE-2005-0116;OSVDB-13002;BID-12298;URL-http://www.idefense.com/application/poi/display?id=185&type=vulnerabilities
unix/webapp/awstats_migrate_exec,CVE-2006-2237;OSVDB-25284;BID-17844;URL-http://awstats.sourceforge.net/awstats_security_news.php;EDB-1755
unix/webapp/awstatstotals_multisort,CVE-2008-3922;OSVDB-47807;BID-30856;URL-http://userwww.service.emory.edu/~ekenda2/EMORY-2008-01.txt
unix/webapp/barracuda_img_exec,CVE-2005-2847;OSVDB-19279;BID-14712;URL-http://www.nessus.org/plugins/index.php?view=single&id=19556;URL-http://www.securiweb.net/wiki/Ressources/AvisDeSecurite/2005.1
unix/webapp/base_qry_common,CVE-2006-2685;OSVDB-49366;BID-18298
unix/webapp/basilic_diff_exec,OSVDB-83719;BID-54234
unix/webapp/cacti_graphimage_exec,OSVDB-17539;BID-14042
unix/webapp/cakephp_cache_corruption,OSVDB-69352;CVE-2010-4335;BID-44852;URL-http://packetstormsecurity.org/files/view/95847/burnedcake.py.txt
unix/webapp/carberp_backdoor_exec,URL-http://www.xylibox.com/2013/06/carberp-remote-code-execution-carpwned.html
unix/webapp/citrix_access_gateway_exec,CVE-2010-4566;OSVDB-70099;BID-45402;URL-http://www.vsecurity.com/resources/advisory/20101221-1/
unix/webapp/clipbucket_upload_exec,URL-http://packetstormsecurity.com/files/123480/ClipBucket-Remote-Code-Execution.html
unix/webapp/coppermine_piceditor,CVE-2008-0506;OSVDB-41676;EDB-5019;URL-http://forum.coppermine-gallery.net/index.php?topic=50103.0
unix/webapp/datalife_preview_exec,CVE-2013-1412;OSVDB-89662;EDB-24438;BID-57603;URL-http://karmainsecurity.com/KIS-2013-01;URL-http://dleviet.com/dle/bug-fix/3281-security-patches-for-dle-97.html
unix/webapp/dogfood_spell_exec,OSVDB-54707;URL-http://downloads.sourceforge.net/dogfood/
unix/webapp/egallery_upload_exec,OSVDB-83891;BID-54464;URL-http://www.opensyscom.fr/Actualites/egallery-arbitrary-file-upload-vulnerability.html
unix/webapp/flashchat_upload_exec,OSVDB-98233;EDB-28709
unix/webapp/foswiki_maketext,CVE-2012-6329;OSVDB-88410;URL-http://foswiki.org/Support/SecurityAlert-CVE-2012-6330
unix/webapp/freepbx_config_exec,CVE-2014-1903;OSVDB-103240;EDB-32214;URL-http://issues.freepbx.org/browse/FREEPBX-7123
unix/webapp/generic_exec,No-references
unix/webapp/get_simple_cms_upload_exec,EDB-25405;OSVDB-93034
unix/webapp/google_proxystylesheet_exec,CVE-2005-3757;OSVDB-20981;BID-15509
unix/webapp/graphite_pickle_exec,CVE-2013-5093;URL-http://ceriksen.com/2013/08/20/graphite-remote-code-execution-vulnerability-advisory/
unix/webapp/guestbook_ssi_exec,CVE-1999-1053;OSVDB-84;BID-776
unix/webapp/hastymail_exec,CVE-2011-4542;BID-50791;OSVDB-77331;URL-https://www.dognaedis.com/vulns/DGS-SEC-3.html
unix/webapp/havalite_upload_exec,OSVDB-94405;EDB-26243
unix/webapp/horde_unserialize_exec,CVE-2014-1691;URL-http://karmainsecurity.com/exploiting-cve-2014-1691-horde-framework-php-object-injection;URL-https://bugs.debian.org/cgi-bin/bugreport.cgi?bug=737149;URL-https://github.com/horde/horde/commit/da6afc7e9f4e290f782eca9dbca794f772caccb3
unix/webapp/hybridauth_install_php_exec,EDB-34273;OSVDB-109838
unix/webapp/instantcms_exec,BID-60816;URL-http://packetstormsecurity.com/files/122176/InstantCMS-1.6-Code-Execution.html
unix/webapp/invision_pboard_unserialize_exec,CVE-2012-5692;OSVDB-86702;BID-56288;EDB-22398;URL-http://community.invisionpower.com/topic/371625-ipboard-31x-32x-and-33x-critical-security-update/
unix/webapp/joomla_akeeba_unserialize,CVE-2014-7228;URL-http://developer.joomla.org/security/595-20140903-core-remote-file-inclusion.html;URL-https://www.akeebabackup.com/home/news/1605-security-update-sep-2014.html;URL-http://websec.wordpress.com/2014/10/05/joomla-3-3-4-akeeba-kickstart-remote-code-execution-cve-2014-7228/
unix/webapp/joomla_comjce_imgmanager,OSVDB-74839;EDB-17734;BID-49338
unix/webapp/joomla_media_upload_exec,CVE-2013-5576;OSVDB-95933;URL-http://developer.joomla.org/security/news/563-20130801-core-unauthorised-uploads;URL-http://www.cso.com.au/article/523528/joomla_patches_file_manager_vulnerability_responsible_hijacked_websites/;URL-https://github.com/joomla/joomla-cms/commit/fa5645208eefd70f521cd2e4d53d5378622133d8;URL-http://niiconsulting.com/checkmate/2013/08/critical-joomla-file-upload-vulnerability/;URL-https://community.rapid7.com/community/metasploit/blog/2013/08/15/time-to-patch-joomla
unix/webapp/joomla_tinybrowser,CVE-2011-4908;OSVDB-64578;EDB-9296;URL-http://developer.joomla.org/security/news/301-20090722-core-file-upload.html
unix/webapp/kimai_sqli,EDB-25606;OSVDB-93547
unix/webapp/libretto_upload_exec,OSVDB-94391;EDB-26213
unix/webapp/maarch_letterbox_file_upload,CVE-2015-1587
unix/webapp/mambo_cache_lite,CVE-2008-2905;OSVDB-46173;BID-29716
unix/webapp/mitel_awc_exec,URL-http://www.procheckup.com/vulnerability_manager/vulnerabilities/pr10-14;OSVDB-69934
unix/webapp/moinmoin_twikidraw,CVE-2012-6081;OSVDB-88825;BID-57082;EDB-25304;URL-http://hg.moinmo.in/moin/1.9/rev/7e7e1cbb9d3f;URL-http://wiki.python.org/moin/WikiAttack2013
unix/webapp/mybb_backdoor,OSVDB-76111;BID-49993;URL-SECUNIA (46300);URL-http://blog.mybb.com/2011/10/06/1-6-4-security-vulnerabilit/;URL-http://blog.mybb.com/wp-content/uploads/2011/10/mybb_1604_patches.txt
unix/webapp/nagios3_history_cgi,CVE-2012-6096;OSVDB-88322;BID-56879;EDB-24084;URL-http://lists.grok.org.uk/pipermail/full-disclosure/2012-December/089125.html
unix/webapp/nagios3_statuswml_ping,CVE-2009-2288;OSVDB-55281
unix/webapp/nagios_graph_explorer,OSVDB-83552;BID-54263;URL-http://packetstormsecurity.org/files/118497/Nagios-XI-Network-Monitor-2011R1.9-OS-Command-Injection.html
unix/webapp/narcissus_backend_exec,EDB-22709;OSVDB-87410
unix/webapp/open_flash_chart_upload_exec,BID-37314;CVE-2009-4140;OSVDB-59051;EDB-10532;URL-https://wpvulndb.com/vulnerabilities/6787;URL-https://wpvulndb.com/vulnerabilities/6788;URL-https://wpvulndb.com/vulnerabilities/6789;URL-https://wpvulndb.com/vulnerabilities/6790;URL-https://wpvulndb.com/vulnerabilities/6791;URL-https://wpvulndb.com/vulnerabilities/6792
unix/webapp/openemr_sqli_privesc_upload,OSVDB-97482;EDB-28329
unix/webapp/openemr_upload_exec,OSVDB-90222;BID-37314;URL-EBD (24492);URL-http://www.zeroscience.mk/en/vulnerabilities/ZSL-2013-5126.php;URL-http://www.open-emr.org/wiki/index.php/OpenEMR_Patches
unix/webapp/opensis_modname_exec,CVE-2013-1349;OSVDB-100676;URL-http://karmainsecurity.com/KIS-2013-10;URL-http://sourceforge.net/p/opensis-ce/bugs/59/
unix/webapp/openview_connectednodes_exec,CVE-2005-2773;OSVDB-19057;BID-14662
unix/webapp/openx_banner_edit,CVE-2009-4098;OSVDB-60499;BID-37110;URL-http://archives.neohapsis.com/archives/bugtraq/2009-11/0166.html;URL-https://developer.openx.org/jira/browse/OX-5747;URL-http://www.openx.org/docs/2.8/release-notes/openx-2.8.2;URL-http://php.net/manual/en/function.getimagesize.php;URL-http://gynvael.coldwind.pl/?id=223;URL-http://gynvael.coldwind.pl/?id=224;URL-http://gynvael.coldwind.pl/?id=235;URL-http://programming.arantius.com/the+smallest+possible+gif;URL-http://stackoverflow.com/questions/2253404/what-is-the-smallest-valid-jpeg-file-size-in-bytes
unix/webapp/oracle_vm_agent_utl,CVE-2010-3585;OSVDB-68797;BID-44047
unix/webapp/oscommerce_filemanager,OSVDB-60018;EDB-9556
unix/webapp/pajax_remote_exec,CVE-2006-1551;OSVDB-24618;BID-17519;URL-http://www.redteam-pentesting.de/advisories/rt-sa-2006-001.php
unix/webapp/php_charts_exec,OSVDB-89334;BID-57448;EDB-24201
unix/webapp/php_eval,No-references
unix/webapp/php_include,No-references
unix/webapp/php_vbulletin_template,CVE-2005-0511;BID-12622;OSVDB-14047
unix/webapp/php_wordpress_foxypress,EDB-18991;BID-53805;URL-https://wpvulndb.com/vulnerabilities/6231
unix/webapp/php_wordpress_infusionsoft,CVE-2014-6446;URL-http://research.g0blin.co.uk/cve-2014-6446/;URL-https://wpvulndb.com/vulnerabilities/7634
unix/webapp/php_wordpress_lastpost,CVE-2005-2612;OSVDB-18672;BID-14533;URL-https://wpvulndb.com/vulnerabilities/6034
unix/webapp/php_wordpress_optimizepress,URL-http://www.osirt.com/2013/11/wordpress-optimizepress-hack-file-upload-vulnerability/;URL-https://wpvulndb.com/vulnerabilities/7441
unix/webapp/php_wordpress_total_cache,CVE-2013-2010;OSVDB-92652;BID-59316;URL-http://wordpress.org/support/topic/pwn3d;URL-http://www.acunetix.com/blog/web-security-zone/wp-plugins-remote-code-execution/;URL-https://wpvulndb.com/vulnerabilities/6622
unix/webapp/php_xmlrpc_eval,CVE-2005-1921;OSVDB-17793;BID-14088
unix/webapp/phpbb_highlight,CVE-2005-2086;CVE-2004-1315;OSVDB-11719;OSVDB-17613;BID-14086;BID-10701
unix/webapp/phpmyadmin_config,CVE-2009-1151;OSVDB-53076;EDB-8921;URL-http://www.phpmyadmin.net/home_page/security/PMASA-2009-3.php;URL-http://labs.neohapsis.com/2009/04/06/about-cve-2009-1151/
unix/webapp/projectpier_upload_exec,OSVDB-85881;EDB-21929;URL-http://packetstormsecurity.org/files/117070/ProjectPier-0.8.8-Shell-Upload.html
unix/webapp/projectsend_upload_exec,EDB-35424
unix/webapp/qtss_parse_xml_exec,OSVDB-10562;BID-6954;CVE-2003-0050
unix/webapp/redmine_scm_exec,CVE-2011-4929;OSVDB-70090;URL-http://www.redmine.org/news/49
unix/webapp/seportal_sqli_exec,CVE-2008-5191;OSVDB-46567;EDB-32359
unix/webapp/simple_e_document_upload_exec,EDB-31142
unix/webapp/sixapart_movabletype_storable_exec,CVE-2015-1592;URL-https://movabletype.org/news/2015/02/movable_type_607_and_5212_released_to_close_security_vulnera.html
unix/webapp/skybluecanvas_exec,CVE-2014-1683;OSVDB-102586;BID-65129;EDB-31183;URL-http://packetstormsecurity.com/files/124948/SkyBlueCanvas-CMS-1.1-r248-03-Command-Injection.html
unix/webapp/sphpblog_file_upload,CVE-2005-2733;OSVDB-19012;BID-14667;EDB-1191
unix/webapp/spip_connect_exec,OSVDB-83543;BID-54292;URL-http://contrib.spip.net/SPIP-3-0-3-2-1-16-et-2-0-21-a-l-etape-303-epate-la
unix/webapp/squash_yaml_exec,URL-http://ceriksen.com/2013/08/06/squash-remote-code-execution-vulnerability-advisory/;OSVDB-95992;CVE-2013-5036
unix/webapp/squirrelmail_pgp_plugin,CVE-2003-0990;OSVDB-3178;URL-http://lists.immunitysec.com/pipermail/dailydave/2007-July/004456.html;URL-http://labs.idefense.com/intelligence/vulnerabilities/display.php?id=330;URL-http://www.wslabi.com/wabisabilabi/initPublishedBid.do?
unix/webapp/sugarcrm_unserialize_exec,CVE-2012-0694;OSVDB-83361;EDB-19381;URL-http://www.sugarcrm.com/forums/f22/critical-security-vulnerability-76537/
unix/webapp/tikiwiki_graph_formula_exec,CVE-2007-5423;OSVDB-40478;BID-26006
unix/webapp/tikiwiki_jhot_exec,CVE-2006-4602;OSVDB-28456;BID-19819;URL-http://secunia.com/advisories/21733/
unix/webapp/tikiwiki_unserialize_exec,CVE-2012-0911;OSVDB-83534;BID-54298;EDB-19573;URL-http://dev.tiki.org/item4109
unix/webapp/trixbox_langchoice,OSVDB-50421;CVE-2008-6825;BID-30135;EDB-6026;URL-http://www.trixbox.org/
unix/webapp/tuleap_unserialize_exec,CVE-2014-8791;OSVDB-115128;URL-http://karmainsecurity.com/KIS-2014-13;URL-https://tuleap.net/plugins/tracker/?aid=7601
unix/webapp/twiki_history,CVE-2005-2877;OSVDB-19403;BID-14834;URL-http://twiki.org/cgi-bin/view/Codev/SecurityAlertExecuteCommandsWithRev
unix/webapp/twiki_maketext,CVE-2012-6329;OSVDB-88460;BID-56950;URL-http://twiki.org/cgi-bin/view/Codev/SecurityAlert-CVE-2012-6329
unix/webapp/twiki_search,CVE-2004-1037;OSVDB-11714;BID-11674;URL-http://twiki.org/cgi-bin/view/Codev/SecurityAlertExecuteCommandsWithSearch
unix/webapp/vbulletin_vote_sqli_exec,CVE-2013-3522;OSVDB-92031;EDB-24882;BID-58754;URL-http://www.zempirians.com/archive/legion/vbulletin_5.pl.txt
unix/webapp/vicidial_manager_send_cmd_exec,CVE-2013-4467;CVE-2013-4468;OSVDB-98903;OSVDB-98902;BID-63340;BID-63288;URL-http://www.openwall.com/lists/oss-security/2013/10/23/10;URL-http://adamcaudill.com/2013/10/23/vicidial-multiple-vulnerabilities/
unix/webapp/webmin_show_cgi_exec,OSVDB-85248;BID-55446;CVE-2012-2982;URL-http://www.americaninfosec.com/research/dossiers/AISG-12-001.pdf;URL-https://github.com/webmin/webmin/commit/1f1411fe7404ec3ac03e803cfa7e01515e71a213
unix/webapp/webtester_exec,OSVDB-98750;URL-https://sourceforge.net/p/webtesteronline/bugs/3/
unix/webapp/wp_admin_shell_upload,No-references
unix/webapp/wp_advanced_custom_fields_exec,OSVDB-87353;URL-http://secunia.com/advisories/51037/;URL-https://wpvulndb.com/vulnerabilities/6103
unix/webapp/wp_asset_manager_upload_exec,OSVDB-82653;BID-53809;EDB-18993;URL-http://www.opensyscom.fr/Actualites/wordpress-plugins-asset-manager-shell-upload-vulnerability.html;URL-https://wpvulndb.com/vulnerabilities/6106
unix/webapp/wp_creativecontactform_file_upload,EDB-35057;OSVDB-113669;URL-https://wpvulndb.com/vulnerabilities/7652
unix/webapp/wp_downloadmanager_upload,URL-http://blog.sucuri.net/2014/12/security-advisory-high-severity-wordpress-download-manager.html;URL-https://wpvulndb.com/vulnerabilities/7706
unix/webapp/wp_easycart_unrestricted_file_upload,OSVDB-116806;URL-https://wpvulndb.com/vulnerabilities/7745
unix/webapp/wp_foxypress_upload,EDB-18991;BID-53805;URL-https://wpvulndb.com/vulnerabilities/6231
unix/webapp/wp_frontend_editor_file_upload,OSVDB-83637;URL-https://wpvulndb.com/vulnerabilities/7569;URL-http://www.opensyscom.fr/Actualites/wordpress-plugins-front-end-editor-arbitrary-file-upload-vulnerability.html
unix/webapp/wp_google_document_embedder_exec,CVE-2012-4915;OSVDB-88891;URL-http://secunia.com/advisories/50832;URL-https://wpvulndb.com/vulnerabilities/6073
unix/webapp/wp_holding_pattern_file_upload,CVE-2015-1172;URL-https://wpvulndb.com/vulnerabilities/7784;URL-http://packetstormsecurity.com/files/130282/WordPress-Holding-Pattern-0.6-Shell-Upload.html
unix/webapp/wp_inboundio_marketing_file_upload,EDB-36478;OSVDB-119890;URL-https://wpvulndb.com/vulnerabilities/7864
unix/webapp/wp_infusionsoft_upload,CVE-2014-6446;URL-http://research.g0blin.co.uk/cve-2014-6446/;URL-https://wpvulndb.com/vulnerabilities/7634
unix/webapp/wp_lastpost_exec,CVE-2005-2612;OSVDB-18672;BID-14533;URL-https://wpvulndb.com/vulnerabilities/6034
unix/webapp/wp_nmediawebsite_file_upload,URL-http://www.homelab.it/index.php/2015/04/12/wordpress-n-media-website-contact-form-shell-upload/;URL-https://wpvulndb.com/vulnerabilities/7896
unix/webapp/wp_optimizepress_upload,URL-http://www.osirt.com/2013/11/wordpress-optimizepress-hack-file-upload-vulnerability/;URL-https://wpvulndb.com/vulnerabilities/7441
unix/webapp/wp_photo_gallery_unrestricted_file_upload,OSVDB-117676;URL-https://wpvulndb.com/vulnerabilities/7769;CVE-2014-9312;URL-http://security.szurek.pl/photo-gallery-125-unrestricted-file-upload.html
unix/webapp/wp_pixabay_images_upload,URL-https://www.mogwaisecurity.de/advisories/MSA-2015-01.txt;OSVDB-117145;OSVDB-117146;URL-https://wpvulndb.com/vulnerabilities/7758
unix/webapp/wp_platform_exec,URL-http://blog.sucuri.net/2015/01/security-advisory-vulnerabilities-in-pagelinesplatform-theme-for-wordpress.html;URL-https://wpvulndb.com/vulnerabilities/7762
unix/webapp/wp_property_upload_exec,OSVDB-82656;BID-53787;EDB-18987;URL-http://www.opensyscom.fr/Actualites/wordpress-plugins-wp-property-shell-upload-vulnerability.html;URL-https://wpvulndb.com/vulnerabilities/6225
unix/webapp/wp_reflexgallery_file_upload,EDB-36374;OSVDB-88853;URL-https://wpvulndb.com/vulnerabilities/7867
unix/webapp/wp_revslider_upload_execute,OSVDB-115118;EDB-35385;URL-https://wpvulndb.com/vulnerabilities/7954;URL-https://whatisgon.wordpress.com/2014/11/30/another-revslider-vulnerability/
unix/webapp/wp_slideshowgallery_upload,CVE-2014-5460;EDB-34681;URL-https://wpvulndb.com/vulnerabilities/7532
unix/webapp/wp_symposium_shell_upload,OSVDB-116046;URL-https://wpvulndb.com/vulnerabilities/7716
unix/webapp/wp_total_cache_exec,CVE-2013-2010;OSVDB-92652;BID-59316;URL-http://wordpress.org/support/topic/pwn3d;URL-http://www.acunetix.com/blog/web-security-zone/wp-plugins-remote-code-execution/;URL-https://wpvulndb.com/vulnerabilities/6622
unix/webapp/wp_worktheflow_upload,URL-https://wpvulndb.com/vulnerabilities/7883;EDB-36640;URL-http://packetstormsecurity.com/files/131294/WordPress-Work-The-Flow-2.5.2-Shell-Upload.html
unix/webapp/wp_wpshop_ecommerce_file_upload,URL-https://wpvulndb.com/vulnerabilities/7830;URL-https://research.g0blin.co.uk/g0blin-00036/
unix/webapp/wp_wptouch_file_upload,URL-http://blog.sucuri.net/2014/07/disclosure-insecure-nonce-generation-in-wptouch.html;URL-https://wpvulndb.com/vulnerabilities/7118
unix/webapp/wp_wysija_newsletters_upload,URL-http://blog.sucuri.net/2014/07/remote-file-upload-vulnerability-on-mailpoet-wysija-newsletters.html;URL-http://www.mailpoet.com/security-update-part-2/;URL-https://plugins.trac.wordpress.org/changeset/943427/wysija-newsletters/trunk/helpers/back.php;URL-https://wpvulndb.com/vulnerabilities/6680
unix/webapp/xoda_file_upload,OSVDB-85117;BID-55127;EDB-20703
unix/webapp/zeroshell_exec,URL-http://packetstormsecurity.com/files/122799/ZeroShell-2.0RC2-File-Disclosure-Command-Execution.html
unix/webapp/zimbra_lfi,CVE-2013-7091;OSVDB-100747;BID-64149;EDB-30085;URL-http://cxsecurity.com/issue/WLB-2013120097
